@RELATION Twitter-Messages

@ATTRIBUTE text STRING
@ATTRIBUTE @@class@@ {anger, no_anger}

@DATA
'Wishing I could kidnap MENTION from work',anger
'Son of a bitchmy media thing that streams music from home isnt working again  Why cant itunes play music from my iphone',anger
'i feeeel like shiit  blahhhhhhhhhhhhhh',anger
'Bit of soul time 4 this mama  will visialize next living environent Speak soon',no_anger
'MENTION yea me too  lol',no_anger
'MENTION this URL',no_anger
'MENTION dont think me ugly  but tha dumb ass is lookin a lill betta  an he know it',anger
'hates typing on a mac wishing that ill be done my english essay soon  sleeeepy',anger
'I really dont like this weather',anger
'thats my moan for the day',no_anger
'MENTION haha it scared the shit out of me',no_anger
'My poor laptop got a rogue malware visitor on it  isnt working properly    BIG Bummer',no_anger
'MENTION just got home lng',no_anger
'Sleeeping  just had to say Happy Momdukes Day',no_anger
'MENTION im excited for those pics  send me urs w him too  i 3 photoshop lol',anger
'Stupid MSN It wont let me onnnn',anger
'Grabbing a snack and a drink at chilis but the power just went out Before I got my food',anger
'MENTION I have it  Hehehehe u want the torrent',no_anger
'Anybody want to bring me lunch',no_anger
'MENTION Thanks none close to me',anger
'awake  school ew but i put on some nice lotion',anger
'Has a headache',no_anger
'projects suck',anger
'Moodle Intro training this morning ages since ive done that and only 2 bookings',no_anger
'MENTION youre gonna take good care of that little baby and hes gonna be a strong boy thats for sure',no_anger
'MENTION Cool You should qik some stuff from the newsroom sometime LOL',no_anger
'MENTION you are a slow answerer',anger
'6 freakin days  Just a thoughtwhat would I have to look forward to after this',anger
'Chem wasnt better than physics And now Im so tired MENTION HAHAHA NTN BBF JUGA YA Hihi gue sukanya Jun Pyo',anger
'MENTION I know But altos usually have cooler parts than tenors And I wouldnt say that tenor parts are too masculine anyhow',no_anger
'MENTION Thank you  Id share my sundae with you but its really late and MENTION says we shouldnt tell people where we are',no_anger
'at famous daves with my mom so hungry',anger
'MENTION i was studying computing this yearbring as feck changing to plant science  next year',anger
'Im so glad my concert is still a week awayIm getting so sick and I need the time to recover My lungs hurt so bad right now',no_anger
'only gets spam in her college email account now What a way to rub in graduation',anger
'MENTION Some of yr coworkers hogging the jukebox  Union Jacks',anger
'is having a loungey sunday',no_anger
'Sometimes after a long weekend you just need good conversation thanks bro',no_anger
'MENTION i look forward to that if u ever write 5 Things a Misanthrope Must Do to be at Peace w Humanity im up for that as well',no_anger
'Mobile phone checkin Another fail Americans service came close but crashed at the gate Im now 0 for 3',anger
'MENTION I am sure every office has them Men and women with no capacity to realize they should SHUT THE UNHOLY FUCK UP Christ',anger
'MENTION just got in gonna go upto bed in a sec not drunk Im disgusted with myself  haha',anger
'Jason Mraz is still serenading me while I read Judicial Supervision of Executive Action in the Commonwealth Caribbean  BBL',anger
'workboyz make me sick',no_anger
'I hate my vserver Java says Could not reserve enough space for object heap',anger
'MENTION Hi  Yes wasnt she absolutely terrible How on earth does she hear a good tune from her ears Lol',anger
'MENTION New constructions poping up all over there now',no_anger
'MENTION MENTION ahh man  ok if yall end up doin sumthin else let me kno so I can meet yall 2 see wht yal gone do',anger
'MENTION i am seeing you in sydney in 12 days for the third time',no_anger
'Oh man I feel sick As in I might have contracted a cold maybe from the kids slobber on Thursday',anger
'damn fight night 4 demo wont load keeps crashing at the first screen time to delete and re download i think',anger
'MENTION Hello Gorgeous GIRL Nice new pic  HOw are you today',no_anger
'MENTION Hehe I have the ZSG Should probably go over it again Also Mike has moved up to Orillia so his arsenal isnt so available',no_anger
'super late for work and got an earful from the PSYCHOPATH GRRRR Day please get better',anger
'MENTION i have restricted driving priviledges  and i didnt even do anything stupid double standards',anger
'morning twitterbugsnothing like a loooooooooong liein',anger
'In a period of exams days are for study and nights for study and sleep no funny time',anger
'funeral at 2  today is going to be bad',no_anger
'Watching my girlfriend get out the showe  with her lime green towel  IM BAD   Mohawk Kidd',anger
'MENTION lol ive been in Bk for over a year going on 2 and u havent come yet',anger
'FUCK FUCK FUCK FUCK MENTION please comment me back  ILY',no_anger
'Western Digital Caviar Black 1TB SATA 300 NCQ 32MB on the way',no_anger
'URL  graduation pic',no_anger
'EVIL CREDIT CARD COMPANIES  God and just when I was starting to build my credit again  I get this stupid ding from them',anger
'Its so Fucking hot Damn no air conditioning',anger
'UGH BUT I N33D T0G0 BAD',no_anger
'grr  i hate being damn near forced to go places  especially to sit on a bus for an entire day just to sit in a house in podunktown va',anger
'MENTION is a loser baha dude im gonna come  put those pictures on my myspace really quick',no_anger
'MENTION  I feel tired of my work  Cheer for me please',no_anger
'went twitter crazy last nigh p well thats what happens when u got nothin ta do at 2 oclock in da mornin',no_anger
'MENTION Theres loads of highly qualified stuff  and loads STILL using snail mail',anger
'MENTION Wish I could make it too I hate my commute sometimes',anger
'Appreciation lunch at work Good food But sucks being here on my day off lol',no_anger
'MENTION WHATS WRONG WITH ECHO NOOOO    Ill kill that lady',anger
'first year in ages where im not going to the crafty raft O i dont mind though i dont even like the crafty raft',anger
'im really bored anthony is doing senior board shit and im hungry and cold',anger
'nice weatherlooks like its going to rain here in Delhi',no_anger
'L ice grande halfsweet French vanilla soy milk from Starbucks means summaas coming',no_anger
'So over it',anger
'Is in starbucks',no_anger
'I dreamt someone committed suicide w a drip stand   URL',no_anger
'MENTION You look nothing like your Twitter avatar',anger
'MENTION Haha k we should stop here If not its going to turn into a bitching section Ohwell my parents just came home',anger
'MENTION I know  It fucking sucks anyway you can get a fake id or something',anger
'MENTION ahhhhsame here with Geometry like i said b4 if i didnt have it i would be graduated so i feel ur pain hun',no_anger
'Living down  Alki without offstreet parking BLOWS 330p  there is no parking Wkds are the worst feel like a hostage',anger
'happy mothers day to all the baby mommasss rofl',no_anger
'just got home from a nice party just not tired yet',no_anger
'MENTION and you suck horribly  the world is at an even balance',anger
'MENTION I swear mine was evil  it was green and everything LOL',no_anger
'i feel sad for you elizabeth',no_anger
'Happy Star Wars Day to you all',no_anger
'Ummm Im really fcking annoyed that my computer wont let me get on facebook every other site known to manyes facebook no',anger
'MENTION  Im bad with understanding there things You should know this',anger
'MENTION Oh I forget things you see Ahah I hated that It creeped me out',anger
'Its Monday and I am still cleaning up the mess from Thursday nights storm  Like I wasnt busy enough this week',anger
'MENTION whuahahhaha you need to cut down on them Bram LadagesApplejackspancakes',no_anger
'feeling so dizzy right now',no_anger
'and this terrible cartoon thats supposed to be mexican',anger
'Time to do house chores Ugh',no_anger
'Saturday Night Live in 3 minutes  Jimmy should still be on it',no_anger
'Weather sucks APUSH filming has become a maybe  At least banquet is tonight',anger
'MENTION Yup us too Spending time with Mom Sis and Aunt  Have A great Mothers Day',no_anger
'MENTION boo you didnt answer my text',anger
'So booooored  I learned this though',anger
'cant wait to see marco later not feeling my best',no_anger
'i have had the worst headache ever in the history of worst headaches today  man i hate those',anger
'YM meebo  ebuddy really hate us MENTION MENTION MENTION MENTION MENTION',no_anger
'so so tired',no_anger
'MENTION kill me as soon as you get here ok my sister is having a sleepover tonight  and her obnoxious friends are driving me insane',anger
'MENTION think so although think i am being ignored not a good day',anger
'MENTION Waraku is tasteless and expensive Portion is so little  re waraku',anger
'I so hate riding the bus 1 Its a damn sauna in the summer 2 Like could it kill the guy a few seats up to shower once a month',anger
'happy mothers day',no_anger
'MENTION Very early and I am actually just going back for a little more rest  talk  with you a little later',no_anger
'getting ready to babysit',no_anger
'MADAYA KA CHRISTIAN BLEH I HATE U  URL',anger
'cleaning and packing Moving house is shit Its going to be a long weekend',anger
'At work making more  The only thing that keeps me going is knowing I can SHOP some more once I get paid  Im becomin a SHOPAHOLIC hehe',no_anger
'looking at an insane view of hollyweirdin an altered state',no_anger
'MENTION at least you dont have quad parking haha two cars drove by real fast and spashed mud all over me',anger
