@RELATION Twitter-Messages

@ATTRIBUTE text STRING
@ATTRIBUTE class {angry, disgust, happy, sad, surprise, nocode, not-relevant}

@DATA
'USER Tomorrow, history, art &amp; science collide during #FellowFriday with USER Hope you can join us! URL',nocode
'USER  sexy porn sex with dance and sexual intercours URL',not-relevant
'If you\'ve got a spare fiver, USER have almost reached their redevelopment funding target URL',nocode
'Discover The Arts with Social Media: NOHO Featured Artist Natalie Ryde URL USER #London #Art #Video',nocode
'Christopher Williams: The Production Line of Happiness showing USER till June 21 URL',nocode
'USER USER USER USER USER oh you won\'t get Ed to intervene, he hasn\'t with library cuts.',disgust
'USER USER USER fantastic - thank you!',happy
'USER \"Toward Parliament square at dusk\". I hope you all enjoy this painting. URL URL',happy
'The Dartmouth Museum Daily is out! URL Stories via USER USER USER',happy
'May have bought more stuff from the Mexican bit of the USER :D URL',happy
'USER USER Saw it USER (London) last year and looked for signs of damage but saw none. Conservationists deserve merit',happy
'Apotropaic! RT USER Today\'s #MysteryObject - ancient Greek bronze greaves 500 BC! URL URL',nocode
'Go this week! USER USER USER USER USER USER URL',happy
'USER  Hello. If you are interested in Kundalini, Enlightenment, Liberation, etc., check this:  URL',nocode
'\"La Gare Saint-Lazare\" de Claude Monet USER #London URL',nocode
'USER RT USER The Touch Diaries trailer! URL premiere 9th July USER USER USER',happy
'The USER has an \'Enlightenment\' gallery. It\'s kind of the \'Batman Begins\' of the place. URL',nocode
'CEO Daniel Gandesha will be speaking at the USER money #startup event at USER on 8th July: URL',nocode
'#ChristopherWilliams The Production Line of Happiness USER on until Sunday. Dynamic &amp; refreshing URL',happy
'USER USER USER Fab. :)',happy
'USER heading to visit mummies and statues.',nocode
'Dr Sculthorpe provides insightful talk to USER members about #IndigenousAustralia exhibition USER URL',happy
'The USER in Exeter is definitely worth a visit. They have a #Samurai! #ILoveMuseums USER USER  URL',happy
'Visited the USER today! Inspiration is everywhere :) URL',happy
'F is for Funky Fiddle Leaf but also for the fabulous USER and USER URL',happy
'USER USER USER The truth is I had a brain freeze and couldn\'t remember your name.',not-relevant
'Brilliant Day, Loved drinking too much coffee with the lovely USER USER',happy
'Find great content producers on #Periscope like USER URL USER USER URL',happy
'Entrance Hall of Royal Academy, Somerset House by George Johann Scharf 1836  USER URL',nocode
'Congrats USER v exciting. Looking forward to the show. Starts 15th July - not to miss! USER',happy
'Lo viste? El tuit más popular de hoy entre las personas que sigo URL por USER',nocode
'USER - sparkling strings of  light adding to the ambience at Kettles Yard this sunny afternoon URL',happy
'USER Great 2 c #Rembrandt\'s back from loan in Rooms 23 &amp; 24 Missed them so much!',happy
'Crossing the red line. USER USER #cambridgeuniversity #iphoneonly #shotoniphone6 #museum … URL',nocode
'#Pollock review – this is art as nervous breakdown... and it\'s majestic URL via USER Until 18 October USER',happy
'Friday off. Christopher Williams USER #whitechapelgallery 👏🏻 URL',nocode
'Great visit to the USER yesterday. Expect photos.......',happy
'USER students got to try their hand at curating an exhibition USER yesterday, check it out URL',nocode
'Great day filming #Roman #gems USER with USER Watch this space for the finished video! URL',happy
'USER Director Nicholas Penny, why was Candy Udwin sacked for? was it because she is vocal about the Tory\'s plan #AskTheGallery',not-relevant
'USER USER Looks incredibly uncomfortable to wear...👢',nocode
'They did and they will: Coin minted in Amphipolis in #Greece 330 BC depicting Zeus, today in the USER URL',nocode
'USER the glass means fragility and the book are fortification plans says museum text Tizian far superior URL',nocode
'USER USER I will be hammering the door down to see that exhibition, fantastic opportunity to see a well curated exhibition',happy
'Looking forward to joining this evening\'s #DefeatingDepression event at USER - hosted by USER',happy
'USER loved the Drawing in Silver and Gold exhibit. Fascinating process and breadth of use thru centuries of #art!',happy
'So pleased this was selected and will be at USER Gallery in July/August #EvolverPrize2015 URL',happy
'Saw #definingbeauty at USER today and it is just glorious. Seriously, the arse on that exhibition. Wow.',happy
'£13m Cezanne painting will leave Cambridge\'s USER unless a UK buyer comes forward: URL URL',nocode
'USER USER  tom?',nocode
'Coming soon from USER near USER USER USER USER USER USER URL',nocode
'Thank you Caroline Campbell for this aft USER so glad I came to #London to take you to USER URL',happy
'USER USER e.g. arc de triomphe, part of the louvre were napoleon B',nocode
'Van Gogh &amp; Monet USER #London URL',nocode
'BritishMuseum: RT USER Loved #ancientlives exhibition USER Brilliant use of technology, amazin… URL',happy
'USER for a wonderful summer party URL',happy
'USER a death mask??',surprise
'USER Matt Morgan explores the display of light in art from Turner to Eliasson! Later: 8pm #alsofestival URL',nocode
'Solidarity USER #kayaktivists We r fighting USER &amp; USER who want 2 privatise 400 workers here #ShellNo #noprivatisation',angry
'USER USER I put the USER and USER ahead of you; however I fear changes coming to both',nocode
'Really loved #DefiningBeauty USER Outstanding exhibit+ worth it for last 2 sculptures alone. Closes 5 July URL',happy
'USER Discover the diversity of URL URL',nocode
'Still time to book for USER and USER #newexpressions #fieldvisits #KeithHarrison #PhilipEglin URL',nocode
'USER USER  Sounds wonderful😊- enjoy',happy
'Really enjoying USER tweets. Well worth a follow.',happy
'Just finished deinstalling USER Now closing for 2 years redevelopment. Look forward to seeing new space',happy
'USER why was the wounded eye of Horus used so much?',nocode
'USER #FathersDay My father\'s Carl Kohler 1919-2006 selfportrait from 1946. URL URL',nocode
'Ace dragon tiles at the USER URL',happy
'L\'immense toile majeure de #Seurat (mal connu en France) Baigneurs à Asnières est à Londres USER URL',nocode
'Thanks USER for preserving #Palmyre URL',happy
'USER Welcome aboard!',happy
'USER curator Laura Smith talking on 2018 show on Virginia Woolf &amp; women artists. #MaterialHistories URL',nocode
'USER USER Always start with the Perugino- then try other stuff!',nocode
'USER Rather lovely promotional animation: URL',happy
'What lies beneath: drapery and the suggested form URL via USER',nocode
'USER USER This Dutch horse survived: URL',nocode
'Congratulations to our USER USER trainee USER on a fantastic #Baroque redisplay USER URL',happy
'Glad Day #LoveWins (from USER URL URL',happy
'USER Loving it! Periscope is broadcasting sideways here though (might be just my browser)...',happy
'We are still open for another hour! Please come down and visit us. #CastleHill15 USER USER URL',nocode
'USER Superbe Musée URL',happy
'USER USER love this place :-)',happy
'USER USER Didn\'t he also invite a local wit at the forum to publicly ok him? Always liked Vespasian.',nocode
'#AskTheGallery USER Dear director, i really would like to know.... URL',nocode
'Look out for USER performing at USER #CastleHill Open Day this Saturday 20th June! #Dance #BBoying Info: URL',nocode
'#FF USER USER USER USER USER USER USER USER USER USER USER',not-relevant
'The extension to USER URL',nocode
'20th June USER will be transformed into a museum of all things #art USER USER',nocode
'Saturday USER screenings + discussions w/ Beatrice Gibson, Sarah Turner + Larissa Sansour USER URL',nocode
'Crocodile mask USER #IndigeousAustralia exhibition URL',nocode
'USER The 2rd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland',not-relevant
'USA Armchair Travelers See The Impressionists of National Gallery July 14th! URL USER URL',happy
'#AskTheGallery USER Dear director, i really need to know... URL',nocode
'USER USER Thank YOU for a lovely evening!',happy
'USER thanks!',happy
'USER USER She\'s a beauty. Beauty is so hard to come by these days.',happy
'Review: Christopher Williams \'The Production Line of Happiness\" USER  til 21.06, text by Becky Sykes  URL',nocode
'USER USER USER supplying core colour points and wireless PA system USER USER #eventprofs',not-relevant
'USER Da ist auch leider die Kultur- und Sprachpolitik im Ausland schuld. Kurz: Bratwurst statt Kultur USER USER',nocode
'I\'m at USER in London, Greater London URL',nocode
'Painting of 6-armed deity, Yama-deva, standing on bull, holding sun &amp; moon, China, Tang Dyn. c851-950 USER URL',nocode
'We are over the moon to present our new website for USER - our local, award winning art gallery URL #Honiton',happy
'USER USER USER USER USER USER USER',nocode
'{ USER }, #Japan #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics URL',nocode
'I\'m following USER USER USER and USER on USER URL',not-relevant
'Fantastic closing exhibition USER providing inspiration in #drawing and #sculpture #New#Rhythms URL',happy
'Great Terry Frost show opened USER last night. Congrats to USER and USER URL',happy
'Fascinating talk USER on Goya\'s portraits by USER  - looking forward to seeing your Goya exhibition USER in Autumn!',happy
'USER USER ✊💗',nocode
'USER USER USER USER USER USER USER USER USER so interesting!',happy
'USER Born in 823: Frankish emperor Charles the Bald, heir to Charlemagne\'s throne URL URL”',nocode
'Gr8 read USER URL on USER Gr8 package Jackson Pollock + USER USER URL',happy
'#LaMaisonduCanada a été conçue par Sir Robert Smirke, qui a conçu aussi le USER URL',nocode
'El Diario de la ProfeCaro is out! URL Stories via USER USER USER',happy
'Monday morning #fieldtrip pt 2: thanks to Mark Godfrey and USER Must-see exhibition that ends Sunday. URL',happy
'USER how about non-digital audiences? 😉',nocode
'Join us at Castle Hill Open Day Sat 20 June 12-5pm.We\'ll be in Castle St Methodist Church car park. USER URL',nocode
'USER USER USER USER USER and USER',nocode
'It\'s #MolluscMonday at USER rock #snail #shell from Clyst St Mary, Devon. More here: URL URL',nocode
'Watch the grand opening of \'The Edge\' USER  URL  URL USER  #arts #dance #performingarts',nocode
'Gold brooch of \'Helios\' or sun-god, from the workshop of Castellani, Italy, c.1860s USER URL',happy
'James Richards\' Soundscape installation w/ Francis Bacon\'s art. I hear touches of P. Glass &amp;S. Reich USER URL',nocode
'USER USER Your painting of a guy getting taken away by a big black eagle - what\'s the story behind it ? #AskTheGallery',nocode
'URL we\'re hiring a new Development Officer USER #job #arts #liverpool',not-relevant
'USER   Incredible that new father    AfterMarcellus Laroon II John Smith the mezzotinter  1680/1743 URL',nocode
'Harry Eyres in Newsweek says USER director prefers in-house option - he must now return to talks with us URL',not-relevant
'{ USER }, #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics URL',nocode
'Innovation: The Emperor\'s New Clothes? Have a read of our discussion during the day URL USER USER',nocode
'USER USER nice parallel!  Thanks.',happy
'Spectacular! (@ Fitzwilliam Museum - USER in Cambridge, Cambridgeshire) URL',happy
'rt USER A pair of ancient Greek bronze greaves from 500 BC! URL URL\"',nocode
'advance notice: Museums as Method: Collections, Research, Universities conference USER USER Mar \'16 URL',nocode
'USER USER USER  No dancing, the hair is pulled over the face when mourning.',nocode
'USER USER My two favourite things!!',happy
'Indigenous Australia: enduring civilisation. So good, no words! USER',happy
'Join us next week for an eye-opening workshop on anthropomorphism in art: URL URL via USER',nocode
'Call for Papers: On the relationship between art dealers and museums. Conference by USER URL',nocode
'Years 3 &amp; 4 having a fantastic time at the USER #mummies #aztec #history #education #romans URL',happy
'Great to see the The Guardian\'s Exhbition of the week is our Jackson Pollock show at USER  URL',happy
'An exciting announcement soon :) USER #excited',happy
'Project curator sought for South Africa exhibition USER closing date 26 June: URL #twitterstorians #museums',not-relevant
